날짜,구분,카테고리,감성,순위,단어,빈도수,감성내비중(%),감성단어수,감성총빈도,워드클라우드_색상,바차트_색상,바차트표시
2026-09-13,문화일보,주요뉴스,긍정,1,상장,11,100.0,1,11,#0d2b5c,#0d2b5c,Y
2026-09-13,문화일보,주요뉴스,부정,1,수사,16,30.19,8,53,#7a0a12,#7a0a12,Y
2026-09-13,문화일보,주요뉴스,부정,2,혐의,7,13.21,8,53,#8b2027,#8b2027,Y
2026-09-13,문화일보,주요뉴스,부정,3,부담,6,11.32,8,53,#9c373c,#9c373c,Y
2026-09-13,문화일보,주요뉴스,부정,4,사망,5,9.43,8,53,#ad4d51,#ad4d51,Y
2026-09-13,문화일보,주요뉴스,부정,5,사고,5,9.43,8,53,#bf6367,#bf6367,Y
2026-09-13,문화일보,주요뉴스,부정,6,기소,5,9.43,8,53,#d0797c,#d0797c,Y
2026-09-13,문화일보,주요뉴스,부정,7,흉기,5,9.43,8,53,#e19091,#e19091,Y
2026-09-13,문화일보,주요뉴스,부정,8,제재,4,7.55,8,53,#f2a6a6,#f2a6a6,Y
